date,rank,title,hot_index,url
2020-12-09,22,成都确诊女孩一般接触者4725人,3884468,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B3%C9%B6%BC%C8%B7%D5%EF%C5%AE%BA%A2%D2%BB%B0%E3%BD%D3%B4%A5%D5%DF4725%C8%CB
2020-12-09,23,张一鸣批员工上班时聊游戏,3828214,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D5%C5%D2%BB%C3%F9%C5%FA%D4%B1%B9%A4%C9%CF%B0%E0%CA%B1%C1%C4%D3%CE%CF%B7
2020-12-09,24,中国新冠疫苗在阿联酋获批上市,3806115,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D6%D0%B9%FA%D0%C2%B9%DA%D2%DF%C3%E7%D4%DA%B0%A2%C1%AA%C7%F5%BB%F1%C5%FA%C9%CF%CA%D0
2020-12-09,25,11月CPI同比下降0.5%,3797981,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=11%D4%C2CPI%CD%AC%B1%C8%CF%C2%BD%B50.5%25
2020-12-09,26,祝贺！嫦娥五号上升器受控落月,3785947,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D7%A3%BA%D8%A3%A1%E6%CF%B6%F0%CE%E5%BA%C5%C9%CF%C9%FD%C6%F7%CA%DC%BF%D8%C2%E4%D4%C2
2020-12-09,27,素媛案罪犯:让我和受害者见面,3672901,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CB%D8%E6%C2%B0%B8%D7%EF%B7%B8%3A%C8%C3%CE%D2%BA%CD%CA%DC%BA%A6%D5%DF%BC%FB%C3%E6
2020-12-09,28,专家:成都疫情接下来3至5天是关键,3653439,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D7%A8%BC%D2%3A%B3%C9%B6%BC%D2%DF%C7%E9%BD%D3%CF%C2%C0%B43%D6%C15%CC%EC%CA%C7%B9%D8%BC%FC
2020-12-09,29,被造谣出轨快递员女子找不到工作,3617314,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B1%BB%D4%EC%D2%A5%B3%F6%B9%EC%BF%EC%B5%DD%D4%B1%C5%AE%D7%D3%D5%D2%B2%BB%B5%BD%B9%A4%D7%F7
2020-12-09,30,住建局职工冒领拆迁款打赏女主播,3564929,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D7%A1%BD%A8%BE%D6%D6%B0%B9%A4%C3%B0%C1%EC%B2%F0%C7%A8%BF%EE%B4%F2%C9%CD%C5%AE%D6%F7%B2%A5
2020-12-09,31,"高铁喊""我身份比你高""的男子道歉",3544350,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B8%DF%CC%FA%BA%B0%22%CE%D2%C9%ED%B7%DD%B1%C8%C4%E3%B8%DF%22%B5%C4%C4%D0%D7%D3%B5%C0%C7%B8
2020-12-09,32,NASA收获史上首批太空萝卜,3512378,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=NASA%CA%D5%BB%F1%CA%B7%C9%CF%CA%D7%C5%FA%CC%AB%BF%D5%C2%DC%B2%B7
2020-12-09,33,成都现确诊 有高校学生连夜搬寝,3420297,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B3%C9%B6%BC%CF%D6%C8%B7%D5%EF%20%D3%D0%B8%DF%D0%A3%D1%A7%C9%FA%C1%AC%D2%B9%B0%E1%C7%DE
2020-12-09,34,1岁男童打点滴后死亡,3412988,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=1%CB%EA%C4%D0%CD%AF%B4%F2%B5%E3%B5%CE%BA%F3%CB%C0%CD%F6
2020-12-09,35,印度不明怪病初步调查结果公布,3319751,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D3%A1%B6%C8%B2%BB%C3%F7%B9%D6%B2%A1%B3%F5%B2%BD%B5%F7%B2%E9%BD%E1%B9%FB%B9%AB%B2%BC
2020-12-09,36,四川省委书记对网络暴力表态,3300587,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CB%C4%B4%A8%CA%A1%CE%AF%CA%E9%BC%C7%B6%D4%CD%F8%C2%E7%B1%A9%C1%A6%B1%ED%CC%AC
2020-12-09,37,央视起底网络占卜,3185066,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D1%EB%CA%D3%C6%F0%B5%D7%CD%F8%C2%E7%D5%BC%B2%B7
2020-12-09,38,钟南山到成都抗疫系谣言,3178260,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D6%D3%C4%CF%C9%BD%B5%BD%B3%C9%B6%BC%BF%B9%D2%DF%CF%B5%D2%A5%D1%D4
2020-12-09,39,辛巴被立案调查或判15年有期徒刑,3136862,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D0%C1%B0%CD%B1%BB%C1%A2%B0%B8%B5%F7%B2%E9%BB%F2%C5%D015%C4%EA%D3%D0%C6%DA%CD%BD%D0%CC
2020-12-09,40,3岁男童抠坏幼儿园墙壁被劝退,3091435,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=3%CB%EA%C4%D0%CD%AF%BF%D9%BB%B5%D3%D7%B6%F9%D4%B0%C7%BD%B1%DA%B1%BB%C8%B0%CD%CB
2020-12-09,41,应急管理部部长王玉普逝世,3073589,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D3%A6%BC%B1%B9%DC%C0%ED%B2%BF%B2%BF%B3%A4%CD%F5%D3%F1%C6%D5%CA%C5%CA%C0
2020-12-09,42,男子头顶茶杯骑车纠正驼背,3067021,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C4%D0%D7%D3%CD%B7%B6%A5%B2%E8%B1%AD%C6%EF%B3%B5%BE%C0%D5%FD%CD%D5%B1%B3
2020-12-09,43,兰州布病感染者将起诉涉事企业,3057303,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C0%BC%D6%DD%B2%BC%B2%A1%B8%D0%C8%BE%D5%DF%BD%AB%C6%F0%CB%DF%C9%E6%CA%C2%C6%F3%D2%B5
2020-12-09,44,成都已完成检测39.93万人,3027072,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B3%C9%B6%BC%D2%D1%CD%EA%B3%C9%BC%EC%B2%E239.93%CD%F2%C8%CB
2020-12-09,45,四名辉瑞疫苗志愿者出现面瘫,2983235,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CB%C4%C3%FB%BB%D4%C8%F0%D2%DF%C3%E7%D6%BE%D4%B8%D5%DF%B3%F6%CF%D6%C3%E6%CC%B1
2020-12-09,46,拜登团队拟审核财政部制裁计划,2966013,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B0%DD%B5%C7%CD%C5%B6%D3%C4%E2%C9%F3%BA%CB%B2%C6%D5%FE%B2%BF%D6%C6%B2%C3%BC%C6%BB%AE
2020-12-09,47,以色列专家称美国与外星人有协议,2961155,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D2%D4%C9%AB%C1%D0%D7%A8%BC%D2%B3%C6%C3%C0%B9%FA%D3%EB%CD%E2%D0%C7%C8%CB%D3%D0%D0%AD%D2%E9
2020-12-09,48,苹果头戴式耳机不配充电头,2950297,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C6%BB%B9%FB%CD%B7%B4%F7%CA%BD%B6%FA%BB%FA%B2%BB%C5%E4%B3%E4%B5%E7%CD%B7
2020-12-09,49,挥手告别2020年离开我们的群星,2862203,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%BB%D3%CA%D6%B8%E6%B1%F02020%C4%EA%C0%EB%BF%AA%CE%D2%C3%C7%B5%C4%C8%BA%D0%C7
2020-12-09,50,2020让人泪目的瞬间,2856086,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=2020%C8%C3%C8%CB%C0%E1%C4%BF%B5%C4%CB%B2%BC%E4
2020-12-09,51,脚踹学生支教老师被取消推免资格,2847037,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%BD%C5%F5%DF%D1%A7%C9%FA%D6%A7%BD%CC%C0%CF%CA%A6%B1%BB%C8%A1%CF%FB%CD%C6%C3%E2%D7%CA%B8%F1
2020-12-09,52,黄奕回应资助坠楼女婴,2778063,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%BB%C6%DE%C8%BB%D8%D3%A6%D7%CA%D6%FA%D7%B9%C2%A5%C5%AE%D3%A4
2020-12-09,53,眉山警方通报12岁女孩坠亡,2762026,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C3%BC%C9%BD%BE%AF%B7%BD%CD%A8%B1%A812%CB%EA%C5%AE%BA%A2%D7%B9%CD%F6
2020-12-09,54,蛋壳公寓CEO被限制消费,2756123,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B5%B0%BF%C7%B9%AB%D4%A2CEO%B1%BB%CF%DE%D6%C6%CF%FB%B7%D1
2020-12-09,55,尤文3-0巴萨 C罗梅开二度,2747390,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D3%C8%CE%C43-0%B0%CD%C8%F8%20C%C2%DE%C3%B7%BF%AA%B6%FE%B6%C8
2020-12-09,56,特斯拉被禁止大肆砍伐森林,2680830,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CC%D8%CB%B9%C0%AD%B1%BB%BD%FB%D6%B9%B4%F3%CB%C1%BF%B3%B7%A5%C9%AD%C1%D6
2020-12-09,57,马斯克建议CEO少花时间做PPT,2665355,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C2%ED%CB%B9%BF%CB%BD%A8%D2%E9CEO%C9%D9%BB%A8%CA%B1%BC%E4%D7%F6PPT
2020-12-09,58,台媒:高雄兵工厂发生爆炸 3人受伤,2659659,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CC%A8%C3%BD%3A%B8%DF%D0%DB%B1%F8%B9%A4%B3%A7%B7%A2%C9%FA%B1%AC%D5%A8%203%C8%CB%CA%DC%C9%CB
2020-12-09,59,重庆煤矿致23死事故调查处理启动,2651232,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D6%D8%C7%EC%C3%BA%BF%F3%D6%C223%CB%C0%CA%C2%B9%CA%B5%F7%B2%E9%B4%A6%C0%ED%C6%F4%B6%AF
2020-12-09,60,内华达州法院驳回特朗普团队上诉,2587001,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C4%DA%BB%AA%B4%EF%D6%DD%B7%A8%D4%BA%B2%B5%BB%D8%CC%D8%C0%CA%C6%D5%CD%C5%B6%D3%C9%CF%CB%DF
2020-12-09,61,流浪大叔带馒头喂宠物店狗狗,2572067,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C1%F7%C0%CB%B4%F3%CA%E5%B4%F8%C2%F8%CD%B7%CE%B9%B3%E8%CE%EF%B5%EA%B9%B7%B9%B7
2020-12-09,62,北京无车家庭一年有3次指标机会,2558439,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B1%B1%BE%A9%CE%DE%B3%B5%BC%D2%CD%A5%D2%BB%C4%EA%D3%D03%B4%CE%D6%B8%B1%EA%BB%FA%BB%E1
2020-12-09,63,男子怄气兑2万枚一毛币付赔偿款,2496456,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C4%D0%D7%D3%E2%E6%C6%F8%B6%D22%CD%F2%C3%B6%D2%BB%C3%AB%B1%D2%B8%B6%C5%E2%B3%A5%BF%EE
2020-12-09,64,陕西多名未成年女生被诱导陪酒,2482045,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C9%C2%CE%F7%B6%E0%C3%FB%CE%B4%B3%C9%C4%EA%C5%AE%C9%FA%B1%BB%D3%D5%B5%BC%C5%E3%BE%C6
2020-12-09,65,韩总统文在寅:考虑加入CPTPP,2468893,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%BA%AB%D7%DC%CD%B3%CE%C4%D4%DA%D2%FA%3A%BF%BC%C2%C7%BC%D3%C8%EBCPTPP
2020-12-09,66,美再度对台军售 蔡办发言人:感谢,2382482,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C3%C0%D4%D9%B6%C8%B6%D4%CC%A8%BE%FC%CA%DB%20%B2%CC%B0%EC%B7%A2%D1%D4%C8%CB%3A%B8%D0%D0%BB
2020-12-09,67,拜登宣布上任百天实现三大目标,2351840,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B0%DD%B5%C7%D0%FB%B2%BC%C9%CF%C8%CE%B0%D9%CC%EC%CA%B5%CF%D6%C8%FD%B4%F3%C4%BF%B1%EA
2020-12-09,68,中小学教师资格成绩查询,2324763,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D6%D0%D0%A1%D1%A7%BD%CC%CA%A6%D7%CA%B8%F1%B3%C9%BC%A8%B2%E9%D1%AF
2020-12-09,69,外媒:美国众议院通过涉港议案,2299095,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CD%E2%C3%BD%3A%C3%C0%B9%FA%D6%DA%D2%E9%D4%BA%CD%A8%B9%FD%C9%E6%B8%DB%D2%E9%B0%B8
2020-12-09,70,美重症病房护士上班途中被枪杀,2230445,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C3%C0%D6%D8%D6%A2%B2%A1%B7%BF%BB%A4%CA%BF%C9%CF%B0%E0%CD%BE%D6%D0%B1%BB%C7%B9%C9%B1
2020-12-09,71,广州立案调查辛巴带货假燕窝事件,2218627,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B9%E3%D6%DD%C1%A2%B0%B8%B5%F7%B2%E9%D0%C1%B0%CD%B4%F8%BB%F5%BC%D9%D1%E0%CE%D1%CA%C2%BC%FE
2020-12-09,72,美国对??台新一轮军售 中方表态,2152380,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C3%C0%B9%FA%B6%D4%3F%3F%CC%A8%D0%C2%D2%BB%C2%D6%BE%FC%CA%DB%20%D6%D0%B7%BD%B1%ED%CC%AC
2020-12-09,73,高校回应食堂员工锅里洗拖把,2147780,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B8%DF%D0%A3%BB%D8%D3%A6%CA%B3%CC%C3%D4%B1%B9%A4%B9%F8%C0%EF%CF%B4%CD%CF%B0%D1
2020-12-09,74,罗永浩又被限制消费,2077046,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C2%DE%D3%C0%BA%C6%D3%D6%B1%BB%CF%DE%D6%C6%CF%FB%B7%D1
2020-12-09,75,成都赫本酒吧曾发现发热病人,1993729,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B3%C9%B6%BC%BA%D5%B1%BE%BE%C6%B0%C9%D4%F8%B7%A2%CF%D6%B7%A2%C8%C8%B2%A1%C8%CB
2020-12-09,76,4700万年前青藏高原有亚热带森林,1934198,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=4700%CD%F2%C4%EA%C7%B0%C7%E0%B2%D8%B8%DF%D4%AD%D3%D0%D1%C7%C8%C8%B4%F8%C9%AD%C1%D6
2020-12-09,77,成都理工师生原则上不得离校,1930064,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B3%C9%B6%BC%C0%ED%B9%A4%CA%A6%C9%FA%D4%AD%D4%F2%C9%CF%B2%BB%B5%C3%C0%EB%D0%A3
2020-12-09,78,医生:坠楼女婴已清醒但反应迟钝,1923949,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D2%BD%C9%FA%3A%D7%B9%C2%A5%C5%AE%D3%A4%D2%D1%C7%E5%D0%D1%B5%AB%B7%B4%D3%A6%B3%D9%B6%DB
2020-12-09,79,外交部召见美国驻华使馆临时代办,1866501,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CD%E2%BD%BB%B2%BF%D5%D9%BC%FB%C3%C0%B9%FA%D7%A4%BB%AA%CA%B9%B9%DD%C1%D9%CA%B1%B4%FA%B0%EC
2020-12-09,80,周深打错字吓到司机师傅,1801173,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D6%DC%C9%EE%B4%F2%B4%ED%D7%D6%CF%C5%B5%BD%CB%BE%BB%FA%CA%A6%B8%B5
